mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop
경상북도 안동시 도산면 운곡리,안동시청,054-856-5701,"국망봉은 녹전면과 도산면 경계에 있는 산이며 북으로 용두산 동으로 건지산, 남서쪽은 박달산이 있으며 퇴계 선생의 조부이신 이계양공이 단종을 애도했던 장소로 유명한 곳이다. 산행은 국망봉과 용두산을 각각 오를 수도 있고 두산을 동시에 오르는 것도 좋을 것이다. 가족과 함께 가벼운 마음으로 용수사에 들렀다가 용두산 등산 후 온혜 온천으로 피로를 푸는 것도 좋은 산행코스이다. 산의 전설에 따르면 퇴계 선생이 이 산 정상에서 한양을 한눈에 볼 수 있었고, 축지법으로 왕래하면서 국사를 논의하였으며 퇴계 선생이 낙행하여 있을 때 간신들이 명종의 어수에 사약을 놓은 것을 알고 축지법으로 그곳에 당도하여 어상을 물리게 하고 명종을 구했다고 전하면서 정상에는 국망봉 단비가 있는데 단비는 문중에서 이계양공이 나라를 걱정하는 마음으로 국망봉 정상에 단을 쌓고 매년 10월 24일이면 단에 올라가 30년 동안 절을 하였다고 한다.",480.6,471700501,국망봉,20201201, , , 
충청북도 충주시 노은면 가신리,충주시청,043-850-5114,충주시 앙성면에 있는 국망산의 옛 이름은 금방산이었다. 국망산으로 불리게 된 세월은 그리 길지 않다. 임오군란 당시 명성황후가 이곳으로 피난을 오게 됐다. 피난을 와서 한양 소식이 궁금한 황후는 매일 이 산마루에 올라가 한양을 바라보며 초조해 했다는데서 국망산이라 불리게 된 것이다. 당시 황후는 충주 목사인 민옹식의 집으로 피난을 가기로 하였으나 피난지가 알려지면 신변이 위험할 것 같아 이곳으로 피한 것이다. 황후가 피신한 집은 가난한 초가집이었는데 그 집에는 이도령이라는 총각이 홀어머니를 모시고 나무장사를 하면서 살고 있었다.,0.0,431300201,국망산,20201201, , , 
경상북도 영덕군 지품면 삼화리,영덕군청,054-730-6114,( - ),516.0,477700301,국사당산,20201201, , , 
인천광역시 중구 무의동 ,중구청,032-760-7114,( - ),0.0,281100501,국사봉,20201201, , , 
충청남도 공주시 사곡면 유룡리,공주시청,1899-0088,( - ),592.3,441504801,국사봉,20201201, , , 
충청북도 옥천군 군서면 사양리,옥천군청,043-730-3114,( - ),319.1,437300201,국사봉,20201201, , , 
충청북도 보은군 회인면 송평리,보은군청,043-540-3000,( - ),550.8,437202701,국사봉,20201201, , , 
충청북도 보은군 내북면 도원리,보은군청,043-540-3000,( - ),589.1,437201901,국사봉,20201201, , , 
전라북도 완주군 구이면 안덕리,완주군청,063-290-2114,( - ),535.3,457100301,국사봉,20201201, , , 
충청남도 청양군 운곡면 신대리,청양군청,041-940-2114,( - ),488.5,447900201,국사봉,20201201, , , 
충청남도 공주시 반포면 마암리,공주시청,1899-0088,( - ),392.1,441500801,국사봉,20201201, , , 
충청북도 보은군 회남면 금곡리,보은군청,043-540-3000,( - ),0.0,437200601,국사봉,20201201, , , 
충청북도 제천시 청풍면 장선리,제천시청,043-641-5114,( - ),631.4,431504401,국사봉,20201201, , , 
전라북도 김제시 진봉면 고사리,김제시청,063-540-3114 ,( - ),61.3,452100101,국사봉,20201201, , , 
충청남도 천안시 동남구 동면 장송리,천안시청,1577-3900,"충청남도 천안시 동면과 충청북도 문백면의 경계에 걸쳐 있는 산으로 높이는 368m이다. 천안시 동면 장송2리가 산행 들머리가 되며, 마을입구에서 보면 마을뒤편으로 우뚝 솟은 봉우리가 국사봉이고 정상까지 약 1시간정도가 소요되며 원점회귀 산행이 가능하다. 산세는 그리 험한편은 아니나 가끔 마을주민들만 산행할뿐 현재 일반산객은 드문 실정이다. ",0.0,441304101,국사봉,20201201, , , 
충청북도 청주시 상당구 남일면 신송리,청주시 상당구청,043-201-5114,"국사봉은 남일면 가산리와 화당리, 신송리 사이에 있는 낮은 산으로 서북쪽으로 넓은 들이 청주까지 이어지고, 청주시의 도시 전경이 한눈에 들어온다. 산이 낮고 완만하여 마을 등산로로 이용되며 구간 내 체육시설도 간간이 설치되어 있어 주위 사람들이 많이 이용하고 있다.",282.2,431100601,국사봉,20201201, , , 
충청북도 청주시 흥덕구 옥산면 국사리,청주시 흥덕구청,043-201-7114,( - ),0.0,431105001,국사봉,20201201, , , 
강원특별자치도 횡성군 갑천면 구방리,횡성군청,033-340-2114,( - ),497.2,427300301,국사봉,20201201, , , 
강원특별자치도 속초시 장사동 ,속초시청,033-633-3171,( - ),0.0,422100101,국사봉,20201201, , , 
강원특별자치도 춘천시 퇴계동 ,춘천시청,033-253-3700,"춘천시 퇴계동에 소재하고 있는 해발 203m 높이의 산이다. 서쪽으로는 춘천골프장이 자리 잡고 있으며 동쪽과 북쪽으로는 춘천시가지가 자리 잡고 있다. 서울에서 춘천 들어오다가 보면 시가지 진입 전에 우측에 나지막한 산이 보이는데 그것이 국사봉이다. 좌측으로는 드름산과 향로봉이 보인다.
.",203.9,421100601,국사봉,20201201, , , 
경기도 광주시 남종면 금사리,광주시청,031-760-2000,"국사봉은 퇴촌면 도수리와 남종면 금사리에 있으나, 국사봉 등산로의 대부분은 퇴촌면 도수리 쪽에 편입되어 있으며, 등산로는 동서로 길게 늘어졌고 능선의 동쪽으로는 해협산(海峽山)이 자리 잡고 있다. 주 등산로 들머리는 퇴촌 시내에서 북쪽의 남종면 분원리 방면으로 진행하다 오리교를 지나 퇴촌, 남종 보건소 못미처서 우측으로 진입하여 국사봉을 지나 동쪽으로 이어진 능선(좌측은 금사리, 우측은 도수리로 능선이 남종면과 최촌면의 경계)따라 진행하다 광수중학교 방향의 이정표가 있는 삼거리에서 우측으로 광수중학교 방향으로 하산하며, 또한 삼거리에서 직진하면 해협산, 정암산으로 등산로가 연결되어 있다. 국사봉 정상에서 면 남동쪽 바로 아래엔 퇴촌 시내가 멀리는 앵자봉이 보이고 서북쪽엔 팔당호와 용마산, 검단산 등이 조망된다.",207.3,416100401,국사봉,20201201, , , 
경기도 파주시 적성면 자장리,파주시청,031-940-4114,( - ),150.0,414800301,국사봉,20201201, , , 
경기도 고양시 덕양구 성사동 ,고양시 덕양구청,031-909-9000,( - ),0.0,412800201,국사봉,20201201, , , 
경기도 용인시 처인구 운학동 ,용인시청,1577-1122,( - ),346.7,414600501,국사봉,20201201, , , 
대전광역시 동구 세천동 ,동구청,042-251-4114,"대전광역시 동구 오동과 충북 보은군 회남면 법수리 및 어부동의 경계에 있는 해발 321m의 산이며, 산의 모양이 반도형으로 특이하여 도참설(풍수학적)에 따른 민간신앙의 뿌리가 대단했던 산으로 일대에서는 비교적 높은 산이다. 등산로는 동구 오동과 충북 보은군 회남면 법수리 및 어부동에서 오르는 길이 있으며, 산세가 험한 편이나 오동에서 어부동으로 연결되는 등산로가 비교적 완만하다. 능선에 오르면 동향과 서향으로 대청호와 주변의 산이 어우러진 진풍경을 볼 수 있다.",510.5,301100501,국사봉,20201201, , , 
인천광역시 옹진군 북도면 장봉리,옹진군청,032-899-2114,"국사봉은 장봉도 중앙을 가로지르는 긴 능선상에 위치하고 있으며, 비교적 완만한 능선과 지형으로 형성되어 있다. 팔각정자에서는 신도,시도,모도 및 영종도가 한눈에 조망되는 마치 다도해에 온 듯한 느낌을 받는다. 섬에는 3개의 유명 해수욕장이 있어 여름 피서지로도 각광을 받고 있다. 인천에서 서쪽으로 21키로 강화도에서 남쪽으로 6키로에 위치하여 있으며, 넓은 간척지로 둘러싸여 있으며 섬 곳곳에 갑각이 돌출된 곳이 많아 해식애가 발달되어 해안에 절경을 연출한다.",150.3,287201501,국사봉,20201201, , , 
인천광역시 옹진군 영흥면 내리,옹진군청,032-899-2114,"영흥도 국사봉(國思峰)은 영흥도에서 제일 높은 산이다. 하지만 산세는 험하지 않으며, 숲길과 조림 상태가 매우 좋아 초보 등산객에도 적당하다. 무공해 섬이기 때문에 숲길 도보여행은 더없이 상쾌하다. 특히 바다를 보면서 산림욕을 할 수 있는 도시 근교 산으로서 최고인 듯하다. 또한, 영흥도 국사봉은 자전거 주행 임도가 있어 자전거 동우회 회원들에게도 추천 코스이다.
",156.3,287200201,국사봉,20201201, , , 
충청남도 아산시 탕정면 명암리,아산시청,1577-6611,( - ),158.2,442000501,국사봉,20201201, , , 
전라북도 진안군 동향면 자산리,진안군청,063-430-2114,( - ),757.7,457200301,국사봉,20201201, , , 
충청북도 진천군 문백면 계산리,진천군청,043-539-3114,( - ),291.8,437500101,국사봉,20201201, , , 
충청남도 태안군 원북면 황촌리,태안군청,041-670-2114,( - ),112.7,448250201,국사봉,20201201, , , 
충청북도 영동군 심천면 마곡리,영동군청,043-742-2101,( - ),501.9,437400501,국사봉,20201201, , , 
충청남도 공주시 신풍면 조평리,공주시청,1899-0088,( - ),449.0,441504901,국사봉,20201201, , , 
충청남도 공주시 사곡면 유룡리,공주시청,1899-0088,( - ),592.3,441504801,국사봉,20201201, , , 
충청북도 옥천군 군서면 사양리,옥천군청,043-730-3114,( - ),319.1,437300201,국사봉,20201201, , , 
충청북도 보은군 회인면 송평리,보은군청,043-540-3000,( - ),550.8,437202701,국사봉,20201201, , , 
충청북도 보은군 내북면 도원리,보은군청,043-540-3000,( - ),589.1,437201901,국사봉,20201201, , , 
전라북도 완주군 구이면 안덕리,완주군청,063-290-2114,( - ),535.3,457100301,국사봉,20201201, , , 
충청남도 청양군 운곡면 신대리,청양군청,041-940-2114,( - ),488.5,447900201,국사봉,20201201, , , 
충청남도 공주시 반포면 마암리,공주시청,1899-0088,( - ),392.1,441500801,국사봉,20201201, , , 
충청북도 보은군 회남면 금곡리,보은군청,043-540-3000,( - ),0.0,437200601,국사봉,20201201, , , 
충청북도 제천시 청풍면 장선리,제천시청,043-641-5114,( - ),631.4,431504401,국사봉,20201201, , , 
전라북도 김제시 진봉면 고사리,김제시청,063-540-3114 ,( - ),61.3,452100101,국사봉,20201201, , , 
충청남도 천안시 동남구 동면 장송리,천안시청,1577-3900,"충청남도 천안시 동면과 충청북도 문백면의 경계에 걸쳐 있는 산으로 높이는 368m이다. 천안시 동면 장송2리가 산행 들머리가 되며, 마을입구에서 보면 마을뒤편으로 우뚝 솟은 봉우리가 국사봉이고 정상까지 약 1시간정도가 소요되며 원점회귀 산행이 가능하다. 산세는 그리 험한편은 아니나 가끔 마을주민들만 산행할뿐 현재 일반산객은 드문 실정이다. ",0.0,441304101,국사봉,20201201, , , 
충청북도 청주시 상당구 남일면 신송리,청주시 상당구청,043-201-5114,"국사봉은 남일면 가산리와 화당리, 신송리 사이에 있는 낮은 산으로 서북쪽으로 넓은 들이 청주까지 이어지고, 청주시의 도시 전경이 한눈에 들어온다. 산이 낮고 완만하여 마을 등산로로 이용되며 구간 내 체육시설도 간간이 설치되어 있어 주위 사람들이 많이 이용하고 있다.",282.2,431100601,국사봉,20201201, , , 
충청북도 청주시 흥덕구 옥산면 국사리,청주시 흥덕구청,043-201-7114,( - ),0.0,431105001,국사봉,20201201, , , 
강원특별자치도 횡성군 갑천면 구방리,횡성군청,033-340-2114,( - ),497.2,427300301,국사봉,20201201, , , 
강원특별자치도 속초시 장사동 ,속초시청,033-633-3171,( - ),0.0,422100101,국사봉,20201201, , , 
강원특별자치도 춘천시 퇴계동 ,춘천시청,033-253-3700,"춘천시 퇴계동에 소재하고 있는 해발 203m 높이의 산이다. 서쪽으로는 춘천골프장이 자리 잡고 있으며 동쪽과 북쪽으로는 춘천시가지가 자리 잡고 있다. 서울에서 춘천 들어오다가 보면 시가지 진입 전에 우측에 나지막한 산이 보이는데 그것이 국사봉이다. 좌측으로는 드름산과 향로봉이 보인다.
.",203.9,421100601,국사봉,20201201, , , 
경기도 광주시 남종면 금사리,광주시청,031-760-2000,"국사봉은 퇴촌면 도수리와 남종면 금사리에 있으나, 국사봉 등산로의 대부분은 퇴촌면 도수리 쪽에 편입되어 있으며, 등산로는 동서로 길게 늘어졌고 능선의 동쪽으로는 해협산(海峽山)이 자리 잡고 있다. 주 등산로 들머리는 퇴촌 시내에서 북쪽의 남종면 분원리 방면으로 진행하다 오리교를 지나 퇴촌, 남종 보건소 못미처서 우측으로 진입하여 국사봉을 지나 동쪽으로 이어진 능선(좌측은 금사리, 우측은 도수리로 능선이 남종면과 최촌면의 경계)따라 진행하다 광수중학교 방향의 이정표가 있는 삼거리에서 우측으로 광수중학교 방향으로 하산하며, 또한 삼거리에서 직진하면 해협산, 정암산으로 등산로가 연결되어 있다. 국사봉 정상에서 면 남동쪽 바로 아래엔 퇴촌 시내가 멀리는 앵자봉이 보이고 서북쪽엔 팔당호와 용마산, 검단산 등이 조망된다.",207.3,416100401,국사봉,20201201, , , 
경기도 파주시 적성면 자장리,파주시청,031-940-4114,( - ),150.0,414800301,국사봉,20201201, , , 
경기도 고양시 덕양구 성사동 ,고양시 덕양구청,031-909-9000,( - ),0.0,412800201,국사봉,20201201, , , 
경기도 용인시 처인구 운학동 ,용인시청,1577-1122,( - ),346.7,414600501,국사봉,20201201, , , 
